video_id,episode_idx,lift_start_frame,lift_end_frame,move_start_frame,move_end_frame,lower_start_frame,lower_end_frame,start_class4,end_class4,use_for_train,Unnamed: 11,Unnamed: 12
27_flip,11,3290,3341,3342,3391,3392,3476,3,3,1,,
27_flip,12,3590,3640,3641,3680,3681,3735,3,2,1,,
27_flip,13,3977,4032,4033,4078,4079,4107,2,0,1,,
27_flip,14,4288,4342,4343,4388,4389,4426,2,1,1,,
27_flip,15,4576,4630,4631,4685,4686,4754,2,2,1,,
27_flip,16,5020,5042,5043,5079,5080,5136,2,3,1,,
28_flip,1,140,182,183,280,281,325,0,0,1,,
28_flip,2,366,422,423,515,516,578,0,1,1,,
28_flip,3,1027,1076,1077,1177,1178,1257,0,3,1,,
28_flip,4,1462,1503,1503,1577,1578,1646,0,2,1,,
28_flip,5,2092,2138,2139,2206,2207,2246,1,0,1,,
28_flip,6,2450,2490,2491,2550,2551,2589,1,1,1,,
28_flip,7,2648,2690,2691,2755,2756,2833,1,3,1,,
28_flip,8,3075,3114,3115,3166,3167,3244,1,2,1,,
28_flip,9,3542,3628,3629,3706,3707,3745,3,0,1,,
28_flip,10,4002,4066,4067,4118,4119,4163,3,1,1,,
28_flip,11,4437,4508,4509,4571,4572,4646,3,3,1,,
28_flip,12,4730,4800,4801,4848,4849,4923,3,2,1,,
28_flip,13,5090,5162,5163,5233,5234,5287,2,0,1,,
28_flip,14,5443,5511,5512,5563,5564,5618,2,1,1,,
28_flip,15,5806,5850,5851,5908,5909,6000,2,2,1,,
28_flip,16,6088,6155,6156,6220,6221,6304,2,3,1,,
29_flip,1,138,180,181,255,256,300,0,0,1,,
29_flip,2,348,382,383,434,435,480,0,1,1,,
29_flip,3,580,625,626,688,689,770,0,3,1,,
29_flip,4,924,955,956,1006,1007,1053,0,2,1,,
29_flip,5,1300,1332,1333,1376,1378,1424,1,0,1,,
29_flip,7,2110,2135,2136,2173,2174,2216,1,2,1,,
29_flip,8,2746,2800,2801,2839,2840,2870,3,0,1,,
29_flip,9,2988,3029,3030,3060,3061,3092,3,1,1,,
29_flip,10,3434,3474,3475,3521,3522,3570,3,3,1,,
29_flip,11,3666,3700,3701,3733,3734,3783,3,2,1,,
29_flip,12,4415,4458,4459,4495,4496,4528,2,0,1,,
29_flip,13,4640,4680,4681,4720,4721,4751,2,1,1,,
29_flip,14,4874,4906,4907,4945,4946,4978,2,2,1,,
22_flip,1,156,195,196,271,272,311,0,0,1,,
22_flip,2,788,823,824,884,880,905,0,0,1,,
22_flip,3,1770,1810,1811,1848,1849,1920,0,3,1,,
22_flip,4,2478,2536,2537,2591,2592,2634,1,0,1,,
22_flip,5,2966,3009,3010,3065,3066,3118,1,3,1,,
22_flip,6,3666,3713,3714,3787,3788,3833,3,0,1,,
22_flip,7,4029,4068,4069,4113,4114,4178,3,1,1,,
22_flip,8,4420,4465,4466,4515,4516,4564,3,3,1,,
22_flip,9,4640,4684,4685,4735,4746,4782,3,2,1,,
22_flip,10,4949,4999,5000,5071,5072,5107,2,0,1,,
22_flip,11,5241,5276,5277,5230,5231,5376,2,1,1,,
22_flip,12,5556,5595,5596,5636,5637,5676,3,2,1,,
22_flip,13,5722,5759,5760,5809,5810,5884,2,3,1,,
